#DatabaseID	DiseaseName
OMIM_619245	Premature ovarian failure 19
OMIM_614022	Atrial fibrillation, familial, 10
OMIM_164100	Nystagmus 2, congenital, autosomal dominant
OMIM_619492	Cardiomyopathy, dilated, 2E
OMIM_309583	Mental retardation, X-linked, syndromic, Snyder-Robinson type
OMIM_264600	Pseudovaginal perineoscrotal hypospadias
OMIM_601412	Deafness, autosomal dominant nonsyndromic sensorineural 7
OMIM_600176	Pachygyria with mental retardation, seizures, and arachnoid cysts
OMIM_156200	Mental retardation, autosomal dominant 1
OMIM_617296	Spastic paraplegia, intellectual disability, nystagmus, and obesity
OMIM_617600	Intellectual developmental disorder, autosomal dominant 45
OMIM_615030	Spastic paraplegia 56, autosomal recessive
OMIM_300851	Mental retardation, X-linked 92
OMIM_619971	Neurodevelopmental disorder with epilepsy and brain atrophy
OMIM_610015	Glutamine deficiency, congenital
OMIM_613707	Leopard syndrome 3
OMIM_600268	Oculoectodermal syndrome
OMIM_619221	Sulfide:quinone oxidoreductase deficiency
OMIM_222600	Diastrophic dysplasia
OMIM_618330	Global developmental delay with or without impaired intellectual development
OMIM_616268	Arboleda-Tham syndrome
OMIM_156190	Mental and growth retardation with amblyopia
OMIM_619366	Angioedema, hereditary, 7
OMIM_615300	Perrault syndrome 4
OMIM_208530	Right atrial isomerism (Ivemark)
OMIM_601494	Cardiomyopathy, dilated, 1D
OMIM_619695	Rauch-Steindl syndrome
OMIM_121210	Febrile seizures, familial, 1
OMIM_614009	Bleeding disorder, platelet-type, 13, susceptibility to
OMIM_300580	Myopathy, congenital, with fiber-type disproportion, X-linked
OMIM_301083	Hemolytic anemia due to elevated adenosine deaminase
OMIM_619312	Radio-Tartaglia syndrome
OMIM_187100	Teeth, supernumerary
OMIM_229800	Fructosuria, essential
OMIM_618048	Proteasome-Associated autoinflammatory syndrome 2
OMIM_168500	Parietal foramina
OMIM_611548	Premature ovarian failure 5
OMIM_606664	GLYCINE N-METHYLTRANSFERASE DEFICIENCY
OMIM_617207	Encephalopathy, progressive, with amyotrophy and optic atrophy
OMIM_601187	Gurrieri syndrome
OMIM_601375	Ectodermal dysplasia, hidrotic, Christianson-Fourie type
OMIM_619574	Charcot-Marie-Tooth disease, axonal, type 2HH
OMIM_609037	Mental retardation with optic atrophy, facial dysmorphism, microcephaly,and short stature
OMIM_609915	Cardiomyopathy, dilated, 1Q
OMIM_619144	Spermatogenic failure 49
OMIM_163000	Nevi flammei, familial multiple
OMIM_247950	Lysine malabsorption syndrome
OMIM_609757	Williams-Beuren region duplication syndrome
OMIM_105150	Amyloidosis VI
OMIM_120400	Coloboma of macula with type B brachydactyly
OMIM_602531	Grange syndrome
OMIM_271620	Spondyloepiphyseal dysplasia tarda with mental retardation
OMIM_613156	Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 2
OMIM_618414	Myopathy, congenital, with fast-twitch (type II) fiber atrophy
OMIM_618456	Deafness, autosomal recessive 114
OMIM_613630	Fetal encasement syndrome
OMIM_256800	Insensitivity to pain, congenital, with anhidrosis
OMIM_268220	Rhabdomyosarcoma 2, alveolar
OMIM_617595	Birk-Landau-Perez syndrome
OMIM_601777	Cone-Rod dystrophy 6
OMIM_601449	Deafness, progressive, with stapes fixation
OMIM_616816	Hypotonia, infantile, with psychomotor retardation
OMIM_619588	Epidermolysis bullosa simplex 2B, generalized intermediate
OMIM_617100	Familial adenomatous polyposis 4
OMIM_612740	Porphyria, acute hepatic
OMIM_605637	Myopathy, proximal, and ophthalmoplegia
OMIM_164330	Odontoma-Dysphagia syndrome
OMIM_601616	Iris pigment epithelium anomalies
OMIM_615378	Atrial fibrillation, familial, 14
OMIM_185050	Storage pool platelet disease
OMIM_300115	Mental retardation, X-linked 50
OMIM_605726	Spinal muscular atrophy, distal, autosomal recessive, 2
OMIM_609115	Limb-girdle muscular dystrophy, type 1G
OMIM_215150	Otospondylomegaepiphyseal dysplasia
OMIM_277350	Vitamin A metabolic defect
OMIM_146450	Hypospadias 3, autosomal
OMIM_137800	Glioma susceptibility 1
OMIM_619052	Mitochondrial complex IV deficiency, nuclear type 8
OMIM_609655	Talo-Patello-Scaphoid osteolysis, synovitis, and short fourth metacarpals
OMIM_617039	Patent ductus arteriosus 3
OMIM_249700	Langer mesomelic dysplasia
DECIPHER_20	22q13 deletion syndrome (Phelan-Mcdermid syndrome)
OMIM_619133	Amyotrophic lateral sclerosis 26 with or without frontotemporal dementia
OMIM_614841	Hypogonadotropic hypogonadism 12 with or without anosmia
OMIM_603641	Neuroendocrine carcinoma of salivary glands, sensorineural hearing loss, and enamel hypoplasia
OMIM_201300	Neuropathy, hereditary sensory and autonomic, type II
OMIM_619360	Angioedema, hereditary, 4
OMIM_607778	Acrocapitofemoral dysplasia
OMIM_606856	Pancreatic cancer, susceptibility to, 1
OMIM_615636	Joubert syndrome 21
OMIM_619835	3-methylglutaconic aciduria, type VIIA, autosomal dominant
OMIM_616975	Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart
OMIM_200970	Ackerman syndrome
OMIM_619478	Facioscapulohumeral muscular dystrophy 4, digenic
OMIM_167870	Panic disorder 1
OMIM_203300	Hermansky-Pudlak syndrome 1
OMIM_300770	Surfactant metabolism dysfunction, pulmonary, 4
OMIM_239199	Hyperparathyroidism, neonatal self-limited primary, with hypercalciuria
OMIM_619191	Epilepsy, progressive myoclonic, 12
OMIM_102500	Hajdu-Cheney syndrome
OMIM_616188	Retinal dystrophy and obesity
OMIM_607016	Scheie syndrome
OMIM_616892	Nephrotic syndrome, type 12
OMIM_619630	Immunodeficiency 88
OMIM_212500	Cataract 46, juvenile-onset
OMIM_267010	Meckel syndrome, type 7
OMIM_606640	Amyotrophic lateral sclerosis 3
OMIM_192315	Vasculopathy, retinal, with cerebral leukodystrophy
OMIM_265880	PYKNOACHONDROGENESIS
OMIM_614643	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7
OMIM_249240	Megalencephaly with dysmyelination
OMIM_615863	Diarrhea 7, protein-losing Enteropathy type
OMIM_232700	Glycogen storage disease VI
OMIM_137440	Gerstmann-Straussler disease
OMIM_614504	Usher syndrome, type IIIB
OMIM_252500	Mucolipidosis II alpha/beta
OMIM_171400	Multiple endocrine neoplasia, type IIA
OMIM_617961	Spermatogenic failure 26
OMIM_612018	Cataract, juvenile, with microcornea and glucosuria
OMIM_301200	Amelogenesis imperfecta, type IE
OMIM_272430	Crisponi/cold-induced sweating syndrome 1
OMIM_106600	Tooth agenesis, selective, 1
OMIM_142669	Hip dysplasia, Beukes type
OMIM_605274	Mesomelic dysplasia, Savarirayan type
OMIM_150700	Leiomyoma of vulva and esophagus
OMIM_132990	Erythema nodosum, familial
OMIM_117360	Spinocerebellar ataxia 29, congenital nonprogressive
OMIM_300049	Heterotopia, periventricular, X-linked dominant
OMIM_606835	Digital arthropathy-brachydactyly, familial
OMIM_604145	Cardiomyopathy, dilated, 1G
OMIM_619643	Oocyte maturation defect 11
OMIM_308350	Developmental and epileptic encephalopathy 1
OMIM_613068	Neurodegeneration due to cerebral folate transport deficiency
OMIM_617948	Elliptocytosis-3
OMIM_112310	Boomerang dysplasia
OMIM_163600	Nipples inverted
OMIM_617822	Alkuraya-Kucinskas syndrome
OMIM_611808	Tremor, hereditary essential, and idiopathic normal pressure hydrocephalus
OMIM_304110	Craniofrontonasal syndrome
OMIM_613611	Choanal atresia and lymphedema
OMIM_615969	Alpha-Fetoprotein deficiency
OMIM_617101	Intellectual developmental disorder with persistence of fetal hemoglobin
OMIM_604326	Spinocerebellar ataxia 12
OMIM_608257	Mandibulofacial dysostosis with ptosis, autosomal dominant
OMIM_222765	Rhizomelic chondrodysplasia punctata, type 2
OMIM_188570	Thyroid hormone resistance, generalized, autosomal dominant
OMIM_617157	Short stature, brachydactyly, intellectual developmental disability, and seizures
OMIM_616459	Al-Raqad syndrome
OMIM_617773	Intellectual developmental disorder, autosomal recessive 61
OMIM_162260	Neurofibromatosis, type III, mixed central and peripheral
OMIM_608358	Myopathy, myosin storage, autosomal dominant
OMIM_148350	Keratoderma, palmoplantar, with deafness
OMIM_263520	Short-Rib thoracic dysplasia 6 with or without polydactyly
OMIM_189600	TORTICOLLIS
OMIM_600903	Wiskott-Aldrich syndrome, autosomal dominant form
OMIM_615433	Chromosome 3q13.31 deletion syndrome
OMIM_148200	Keratoendotheliitis fugax hereditaria
OMIM_615025	Charcot-Marie-Tooth disease, axonal, type 2Q
OMIM_230350	Galactose epimerase deficiency
OMIM_613916	Deafness, autosomal recessive 89
OMIM_255120	Carnitine palmitoyltransferase I deficiency
OMIM_249900	Metachromatic leukodystrophy due to saposin B deficiency
OMIM_600459	Arterial dissection with lentiginosis
OMIM_613325	Rhabdoid tumor predisposition syndrome 2
OMIM_615595	Combined oxidative phosphorylation deficiency 19
OMIM_618670	Spermatogenic failure 41
OMIM_617540	Pituitary adenoma 5, multiple types
OMIM_613435	Amyotrophic lateral sclerosis 12 with or without frontotemporal dementia
OMIM_162210	Neurofibromatosis, familial spinal
OMIM_300894	Neurodegeneration with brain iron accumulation 5
OMIM_614025	Hepatic lipase deficiency
OMIM_220290	Deafness, autosomal recessive 1A
OMIM_613194	Retinitis pigmentosa-50
OMIM_148100	KELOIDS
OMIM_123570	Cryptophthalmos, unilateral or bilateral, isolated
OMIM_300977	Scholte syndrome
OMIM_261800	Pierre Robin syndrome
OMIM_616277	Mitochondrial short-chain enoyl-coa hydratase 1 deficiency
OMIM_146750	Ichthyosis, lamellar, autosomal dominant
OMIM_610476	Arrhythmogenic right ventricular dysplasia, familial, 11
OMIM_610319	Rhizomelic dysplasia, scoliosis, and retinitis pigmentosa
OMIM_617213	Sedoheptulokinase deficiency
OMIM_603622	Deafness, autosomal dominant nonsyndromic sensorineural 17
OMIM_617205	Heterotaxy, visceral, 8, autosomal
OMIM_239350	Hyperphosphatemia, polyuria, and seizures
OMIM_113970	Burkitt lymphoma
OMIM_601110	Congenital disorder of glycosylation, type Id
OMIM_167950	Papillomatosis, florid, of nipple
OMIM_616282	Spastic paraplegia 73, autosomal dominant
OMIM_600808	Enuresis, nocturnal, 2
OMIM_619239	Neurodevelopmental disorder with or without autism or seizures
OMIM_231670	Glutaric acidemia I
OMIM_612289	Fontaine progeroid syndrome
OMIM_613980	Atrial fibrillation, familial, 9
OMIM_616248	Lethal congenital contracture syndrome 6
OMIM_164230	Obsessive-Compulsive disorder 1
OMIM_189230	Toes, space between first and second
OMIM_602082	Corneal dystrophy of bowman layer, type II
OMIM_309545	Mental retardation, X-linked, syndromic 12
OMIM_248370	Mandibuloacral dysplasia
OMIM_616067	46,xy sex reversal 9
OMIM_123700	Cutis laxa, autosomal dominant 1
OMIM_613845	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis syndrome
OMIM_614831	Spinocerebellar ataxia, autosomal recessive 13
OMIM_617675	Myopathy, mitochondrial, and ataxia
OMIM_267760	Retinal degeneration with nanophthalmos, cystic macular degeneration,and angle closure glaucoma
OMIM_613623	Agenesis of the corpus callosum and congenital lymphedema
OMIM_615184	Cardiomyopathy, dilated, 1II
OMIM_128800	Ear without helix
OMIM_617633	Spinocerebellar ataxia, autosomal recessive 26
OMIM_129900	Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome1
OMIM_176630	Primary release disorder of platelets
OMIM_118100	Klippel-Feil syndrome 1, autosomal dominant
OMIM_605428	Deafness, autosomal recessive 26
OMIM_226500	Epidermolysis bullosa dystrophica neurotrophica
OMIM_608404	Platelet glycoprotein IV deficiency
OMIM_114140	Callosities, hereditary painful
OMIM_236110	Holzgreve syndrome
OMIM_615206	Card11 immunodeficiency
OMIM_617642	Polydactyly, postaxial, type A7
OMIM_243050	Indolylacroyl glycinuria with mental retardation
OMIM_614800	Short stature, optic nerve atrophy, and pelger-huet anomaly
OMIM_612513	Chromosome 2p16.1-p15 deletion syndrome
OMIM_300643	Rolandic epilepsy, mental retardation, and speech dyspraxia
OMIM_605258	Immunodeficiency with hyper-igm, type 2
OMIM_613280	Hypermanganesemia with dystonia 1
OMIM_619473	Oculopharyngodistal myopathy 3
OMIM_217300	Cornea plana 2
OMIM_151640	Lip, hamartomatous
OMIM_277450	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1
OMIM_618220	Retinitis pigmentosa 84
OMIM_614345	Intellectual developmental disorder, autosomal recessive 24
OMIM_314560	Von willebrand disease, X-linked form
OMIM_612109	Oculoauricular syndrome
OMIM_616389	Night blindness, congenital stationary, type 1G
OMIM_618157	Growth hormone deficiency, isolated, type IV
OMIM_130300	Electroencephalographic peculiarity: fronto-precentral beta wave groups
OMIM_617712	Oocyte maturation defect 3
OMIM_252920	Mucopolysaccharidosis type IIIB
OMIM_615954	ACTH-independent macronodular adrenal hyperplasia 2
OMIM_101000	Neurofibromatosis, type II
OMIM_309580	Intellectual disability-hypotonic facies syndrome, X-linked
OMIM_617404	Muscular dystrophy, congenital, with cataracts and intellectual disability
OMIM_611228	Charcot-Marie-Tooth disease, type 4J
OMIM_613843	Leber congenital amaurosis 15
OMIM_133239	Esophageal cancer, somatic
OMIM_616395	Trichothiodystrophy 3, photosensitive
OMIM_611555	Renal tubular acidosis, distal, with nephrocalcinosis, short stature, mental retardation, and distinctive facies
OMIM_618204	Immunodeficiency 15A
OMIM_618292	Neurodevelopmental disorder with impaired intellectual development, hypotonia, and ataxia
OMIM_614879	Peroxisome biogenesis disorder 9B
OMIM_613364	Spastic paraplegia 41, autosomal dominant
OMIM_272450	Syndesmodysplasic dwarfism
OMIM_300387	Mental retardation, X-linked 63
OMIM_617732	Facial palsy, congenital, with ptosis and velopharyngeal dysfunction
OMIM_603678	Deafness, autosomal recessive 14
OMIM_193900	White sponge nevus 1
OMIM_300887	Linear skin defects with multiple congenital anomalies 2
OMIM_180100	Retinitis pigmentosa 1
OMIM_300963	Ritscher-Schinzel syndrome 2
OMIM_208050	Arterial tortuosity syndrome
OMIM_618908	Silver-Russell syndrome 5
OMIM_300337	Hypomelanosis of ito
OMIM_607554	Atrial fibrillation, familial, 3
OMIM_261540	Peters-Plus syndrome
OMIM_305100	Ectodermal dysplasia 1, hypohidrotic, X-linked
OMIM_615413	Spermatogenic failure 12
OMIM_235760	Hirschsprung disease with hypoplastic nails and dysmorphic facialfeatures
OMIM_264080	Progesterone resistance
OMIM_618885	Congenital disorder of glycosylation, type IIt
OMIM_261600	Phenylketonuria
OMIM_614376	Short-Rib thoracic dysplasia 5 with or without polydactyly
OMIM_616803	Lamb-Shaffer syndrome
OMIM_307200	Isolated growth hormone deficiency, type III, with agammaglobulinemia
OMIM_616324	Myasthenic syndrome, congenital, 4B, fast-channel
OMIM_615420	Myopia 22, autosomal dominant
OMIM_201475	Very long-chain acyl-CoA dehydrogenase deficiency
OMIM_610253	Kleefstra syndrome
OMIM_615381	Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome
OMIM_613005	Santos syndrome
OMIM_615625	Spastic paraplegia 72, autosomal recessive
OMIM_607088	Spinal muscular atrophy, distal, autosomal recessive, 3
OMIM_618852	Autoinflammation with episodic fever and lymphadenopathy
OMIM_616811	Combined oxidative phosphorylation deficiency 29
OMIM_251230	Microcephaly-Micromelia syndrome
OMIM_619148	Chromosome 13q33-q34 deletion syndrome
OMIM_201750	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis
OMIM_175850	Porokeratosis plantaris, palmaris, et disseminata
OMIM_271270	Spinocerebellar ataxia with dysmorphism
OMIM_189961	Tracheopathia osteoplastica
OMIM_158250	NONDISJUNCTION
OMIM_300709	X-LINKED intellectual disability, Shrimpton type
OMIM_618733	Neuromuscular disease and ocular or auditory anomalies with or without seizures
OMIM_182000	Keratosis, seborrheic, somatic
OMIM_601553	Hypotrichosis, congenital, with juvenile macular dystrophy
OMIM_619306	Neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia
OMIM_608808	Transposition of the great arteries, dextro-looped 1
OMIM_260565	Peho syndrome
OMIM_609286	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3
OMIM_276902	Usher syndrome, type IIIA
OMIM_115310	Paragangliomas 4
OMIM_166260	Gnathodiaphyseal dysplasia
OMIM_618449	Ciliary dyskinesia, primary, 41
OMIM_209010	Atherosclerosis, premature, with deafness, nephropathy, diabetes mellitus,photomyoclonus, and degenerative neurologic disease
OMIM_184095	Spondyloepiphyseal dysplasia, Maroteaux type
OMIM_611126	Mitochondrial complex I deficiency, nuclear type 20
OMIM_615918	Combined oxidative phosphorylation deficiency 21
OMIM_268080	Retinoschisis of fovea
OMIM_614039	Cortical dysplasia, complex, with other brain malformations 1
OMIM_616229	Osteogenesis imperfecta, type XVI
OMIM_274190	Thumb agenesis, short stature, and immunodeficiency
OMIM_611634	Febrile convulsions, familial, 9
OMIM_276900	Usher syndrome, type I
OMIM_185650	Symphalangism, c. s. Lewis type
OMIM_614049	Atrial fibrillation, familial, 11
OMIM_608105	Epilepsy, rolandic, with paroxysmal exercise-induced dystonia and writer's cramp
OMIM_616943	Trichothiodystrophy 6, nonphotosensitive
OMIM_613123	Brugada syndrome 8
OMIM_213000	Cerebellar hypoplasia
OMIM_194080	Denys-Drash syndrome
OMIM_602134	Tremor, hereditary essential, 2
OMIM_602124	Dystonia 7, torsion
OMIM_301051	Immunodeficiency 74, COVID19-related, X-linked
OMIM_126840	DUODENAL ULCER DUE TO ANTRAL G-CELL HYPERFUNCTION
OMIM_108760	Atresia of external auditory canal and conduction deafness
OMIM_612119	Trehalase deficiency
OMIM_609227	Griscelli syndrome, type 3
OMIM_208900	Ataxia-telangiectasia
OMIM_618196	Capillary malformation-arteriovenous malformation 2
OMIM_618358	Cone-rod dystrophy and hearing loss 2
OMIM_611702	Spondylometaphyseal dysplasia, east African type
OMIM_609637	Holoprosencephaly 5
OMIM_223370	Dubowitz syndrome
OMIM_614416	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies
OMIM_184460	Stapes ankylosis with broad thumb and toes
OMIM_260370	Pancreatic agenesis, congenital
OMIM_614915	Lethal congenital contracture syndrome 4
OMIM_275220	Tibial hemimelia
OMIM_618219	Polydactyly, postaxial, type A9
OMIM_256050	Atelosteogenesis, type II
DECIPHER_34	Potocki-Shaffer syndrome
OMIM_615988	Bardet-Biedl syndrome 11
OMIM_258650	Optic atrophy, hearing loss, and peripheral neuropathy, autosomalrecessive
