disease	name	hpo
OMIM_616875	Cerebellar atrophy, visual impairment, and psychomotor retardation	HP_0000483,HP_0003676,HP_0002023,HP_0001212,HP_0000540,HP_0000188,HP_0001332,HP_0001272,HP_0001250,HP_0001290,HP_0012444,HP_0100704,HP_0000316,HP_0000212,HP_0008755,HP_0000278,HP_0000512,HP_0001249,HP_0001265,HP_0008936,HP_0002059,HP_0000750,HP_0002650,HP_0002079,HP_0000490,HP_0001263,HP_0000294,HP_0005484,HP_0007371,HP_0000649,HP_0002509,HP_0000007,HP_0000648,HP_0000565,HP_0000322,HP_0000347,HP_0000545
OMIM_618253	Mitochondrial complex I deficiency, nuclear type 33	HP_0001298,HP_0002300,HP_0002465,HP_0002344,HP_0003577,HP_0001250,HP_0003593,HP_0001290,HP_0011951,HP_0008070,HP_0012179,HP_0011463,HP_0000737,HP_0001987,HP_0001943,HP_0002119,HP_0001942,HP_0003128,HP_0008936,HP_0001562,HP_0002015,HP_0002133,HP_0001321,HP_0011968,HP_0002110,HP_0001260,HP_0001263,HP_0002151,HP_0002490,HP_0002093,HP_0011923,HP_0034295,HP_0033044,HP_0001518,HP_0000007,HP_0000648,HP_0002505,HP_0001511,HP_0000047,HP_0001257,HP_0002104,HP_0001875,HP_0009879
OMIM_614845	Nephronophthisis 15	HP_0001320,HP_0001399,HP_0000639,HP_0001250,HP_0001263,HP_0000618,HP_0000090,HP_0000546,HP_0000007,HP_0010442,HP_0001513
OMIM_237450	Hyperbilirubinemia, Rotor type, digenic	HP_0001000,HP_0002908,HP_0000924,HP_0010984,HP_0000952
OMIM_609325	Epiphyseal dysplasia, multiple, with miniepiphyses	HP_0100864,HP_0006429,HP_0002761,HP_0002970,HP_0004322,HP_0002938,HP_0003065,HP_0000007,HP_0002656,HP_0006369
OMIM_600674	MICROTIA-ANOTIA	HP_0001360,HP_0009892,HP_0008551,HP_0000006
OMIM_164680	Onychogryposis, pedal, with keratosis plantaris and coarse hair	HP_0008401,HP_0002208,HP_0007556,HP_0000006,HP_0008070,HP_0011359
OMIM_614278	Platelet-Activating factor acetylhydrolase deficiency	HP_0040175,HP_0040178,HP_0000007
OMIM_142623	Hirschsprung disease, susceptibility to, 1	HP_0002013,HP_0004387,HP_0002251,HP_0004362,HP_0003270,HP_0002019,HP_0000006
OMIM_309100	Macular dystrophy, X-linked	HP_0001417,HP_0007754
OMIM_612964	Premature ovarian failure 7	HP_0008209,HP_0000013,HP_0000133,HP_0001470,HP_0011969,HP_0000869,HP_0008232,HP_0008665,HP_0002555,HP_0000786
OMIM_300062	Mental retardation, X-linked 14	HP_0002465,HP_0002342,HP_0001250,HP_0000053,HP_0001999,HP_0001417
OMIM_603909	Autoimmune lymphoproliferative syndrome, type IIA	HP_0001891,HP_0003453,HP_0000123,HP_0000100,HP_0003454,HP_0003496,HP_0003493,HP_0001890,HP_0025300,HP_0002240,HP_0001904,HP_0002716,HP_0002239,HP_0002731,HP_0001744,HP_0005404,HP_0002853,HP_0002633,HP_0003565,HP_0002730,HP_0002851,HP_0001880,HP_0003621,HP_0002972,HP_0001025,HP_0003262,HP_0003261,HP_0002729,HP_0000967,HP_0002923,HP_0003613,HP_0001973,HP_0001873,HP_0000006,HP_0004844,HP_0003237
OMIM_606798	Blepharospasm, benign essential, susceptibility to	HP_0003596,HP_0003745,HP_0000006,HP_0000643
OMIM_613070	Liver failure, infantile, transient	HP_0001252,HP_0002240,HP_0003593,HP_0001290,HP_0003073,HP_0003270,HP_0031964,HP_0008151,HP_0000737,HP_0200125,HP_0008872,HP_0003648,HP_0006554,HP_0001522,HP_0002910,HP_0000952,HP_0001403,HP_0004315,HP_0003128,HP_0003623,HP_0002013,HP_0002151,HP_0008160,HP_0002904,HP_0000007,HP_0001414,HP_0003215
OMIM_275370	Tricarboxylic acid cycle, defect of	HP_0002928,HP_0000707,HP_0000007,HP_0004898
OMIM_619057	Combined oxidative phosphorylation deficiency 51	HP_0003510,HP_0002059,HP_0000365,HP_0002376,HP_0002063,HP_0011410,HP_0011923,HP_0011951,HP_0000639,HP_0001518,HP_0040288,HP_0012692,HP_0000007,HP_0000648,HP_0002878,HP_0001511,HP_0001510,HP_0002643,HP_0001336
OMIM_601367	Ischemic stroke, susceptibility to	HP_0001297,HP_0003581,HP_0001426
OMIM_618440	Oculoskeletodental syndrome	HP_0000286,HP_0000365,HP_0002243,HP_0004322,HP_0005257,HP_0002162,HP_0002240,HP_0000280,HP_0010761,HP_0003072,HP_0100864,HP_0000519,HP_0008155,HP_0000158,HP_0000677,HP_0001744,HP_0002650,HP_0000431,HP_0002750,HP_0001263,HP_0000294,HP_0002150,HP_0032325,HP_0001518,HP_0000007,HP_0000821,HP_0000766,HP_0002901,HP_0002942,HP_0002987,HP_0000501,HP_0000028,HP_0000104
OMIM_601705	T-CELL IMMUNODEFICIENCY, CONGENITAL ALOPECIA, AND NAIL DYSTROPHY	HP_0005403,HP_0001596,HP_0008165,HP_0001807,HP_0005352,HP_0000007,HP_0001803,HP_0008404
OMIM_615425	Epidermolysis bullosa simplex, autosomal recessive 2	HP_0008066,HP_0008066,HP_0001075,HP_0003593,HP_0000007,HP_0008404,HP_0000972,HP_0001810,HP_0032449
OMIM_614871	Peroxisome biogenesis disorder 6B	HP_0001410,HP_0001272,HP_0003693,HP_0002066,HP_0001252,HP_0001251,HP_0012569,HP_0002080,HP_0000639,HP_0011463,HP_0007002,HP_0002936,HP_0002317,HP_0002415,HP_0006579,HP_0000556,HP_0001265,HP_0003621,HP_0001761,HP_0001260,HP_0002495,HP_0001263,HP_0001284,HP_0002070,HP_0000407,HP_0007772,HP_0000007,HP_0001319,HP_0000505,HP_0003438,HP_0000641,HP_0006886,HP_0002500,HP_0003677
OMIM_132450	Epiphyseal dysplasia, multiple, with myopia and conductive deafness	HP_0004322,HP_0002673,HP_0001156,HP_0000160,HP_0030672,HP_0012368,HP_0030329,HP_0000518,HP_0000405,HP_0002857,HP_0002656,HP_0000311,HP_0000006,HP_0000545,HP_0009803
OMIM_167900	Papillomatosis, familial cutaneous	HP_0000006,HP_0000962
OMIM_226750	Kohlschutter-Tonz syndrome	HP_0002059,HP_0002521,HP_0001321,HP_0002376,HP_0001250,HP_0001263,HP_0001251,HP_0010864,HP_0000705,HP_0000726,HP_0003828,HP_0006297,HP_0000007,HP_0002119,HP_0200134,HP_0001257,HP_0001249
OMIM_130100	Elastosis perforans serpiginosa	HP_0003764,HP_0000006
OMIM_300004	Corpus callosum, agenesis of, with abnormal genitalia	HP_0000187,HP_0000486,HP_0001795,HP_0004322,HP_0001250,HP_0001274,HP_0000280,HP_0001090,HP_0010864,HP_0000639,HP_0001845,HP_0000218,HP_0000411,HP_0000336,HP_0001007,HP_0000110,HP_0000252,HP_0002510,HP_0002650,HP_0003121,HP_0001263,HP_0000294,HP_0001182,HP_0000505,HP_0000648,HP_0001319,HP_0001417,HP_0000664,HP_0000047,HP_0000028,HP_0002445,HP_0006887
OMIM_609069	Pancreatic and cerebellar agenesis	HP_0001250,HP_0001371,HP_0003074,HP_0012642,HP_0000819,HP_0001508,HP_0001903,HP_0100801,HP_0001943,HP_0001522,HP_0000377,HP_0002335,HP_0001265,HP_0000252,HP_0000331,HP_0001684,HP_0001387,HP_0001321,HP_0002594,HP_0010557,HP_0000609,HP_0000007,HP_0003758,HP_0000768,HP_0000444,HP_0000325,HP_0008846,HP_0000369,HP_0002104
OMIM_259900	Hyperoxaluria, primary, type I	HP_0000121,HP_0003159,HP_0025324,HP_0000083,HP_0025520,HP_0003593,HP_0011001,HP_0008672,HP_0001944,HP_0004417,HP_0002756,HP_0001942,HP_0002653,HP_0004950,HP_0011506,HP_0001063,HP_0000790,HP_0030880,HP_0030507,HP_0100758,HP_0009830,HP_0000965,HP_0000007,HP_0000648,HP_0000488,HP_0001678,HP_0001138
OMIM_619269	Ondontochondrodysplasia 2 with hearing loss and diabetes	HP_0001256,HP_0003593,HP_0100651,HP_0012594,HP_0010230,HP_0000938,HP_0003508,HP_0000696,HP_0000278,HP_0009803,HP_0002650,HP_0002099,HP_0030866,HP_0006480,HP_0000826,HP_0000704,HP_0000407,HP_0000926,HP_0000426,HP_0000007,HP_0000703,HP_0000989,HP_0004209,HP_0000488,HP_0001510,HP_0001513,HP_0001831,HP_0000126
OMIM_202650	Agnathia-Otocephaly complex	HP_0008749,HP_0001696,HP_0009939,HP_0002089,HP_0000160,HP_0001274,HP_0011461,HP_0002779,HP_0005349,HP_0000478,HP_0001561,HP_0000494,HP_0000175,HP_0001684,HP_0002098,HP_0001360,HP_0000171,HP_0012730,HP_0100663,HP_0000007,HP_0000405,HP_0000347,HP_0000006,HP_0000369,HP_0000445
OMIM_222470	Trichohepatoenteric syndrome 1	HP_0003235,HP_0002224,HP_0001894,HP_0004322,HP_0000160,HP_0003073,HP_0000957,HP_0011220,HP_0000316,HP_0001642,HP_0000952,HP_0000494,HP_0005743,HP_0012023,HP_0009891,HP_0000007,HP_0006267,HP_0001659,HP_0000520,HP_0000047,HP_0007513,HP_0000369,HP_0001732,HP_0000445,HP_0001396,HP_0001399,HP_0000343,HP_0000463,HP_0001194,HP_0003452,HP_0001395,HP_0002041,HP_0001394,HP_0002240,HP_0011877,HP_0008070,HP_0100543,HP_0001508,HP_0001629,HP_0008551,HP_0000337,HP_0009886,HP_0000457,HP_0004734,HP_0001744,HP_0002212,HP_0000154,HP_0002213,HP_0001561,HP_0004313,HP_0002299,HP_0000193,HP_0012758,HP_0011031,HP_0001518,HP_0011473,HP_0001636,HP_0002007,HP_0001511
OMIM_606690	LYMPHANGIOLEIOMYOMATOSIS	HP_0001428,HP_0012798
OMIM_177100	Pruritus, hereditary localized	HP_0003581,HP_0000989,HP_0001423,HP_0000006
OMIM_606053	Intellectual developmental disorder with autism and speech delay	HP_0000750,HP_0002540,HP_0001388,HP_0031936,HP_0001263,HP_0003593,HP_0001290,HP_0010864,HP_0000717,HP_0000733,HP_0000735,HP_0001302,HP_0000006
OMIM_238350	HYPERLEXIA	HP_0000717,HP_0000007,HP_0001426,HP_0003745
OMIM_275100	Hypothyroidism, congenital, nongoitrous, 4	HP_0000260,HP_0001252,HP_0001290,HP_0005280,HP_0010864,HP_0001939,HP_0001537,HP_0000007,HP_0008850,HP_0001539,HP_0001615,HP_0000158,HP_0000851,HP_0006887
OMIM_616532	Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 7	HP_0003621,HP_0001250,HP_0200149,HP_0031179,HP_0002315,HP_0012302,HP_0000006
OMIM_601389	Cervical ribs, sprengel anomaly, anal atresia, and urethral obstruction	HP_0000110,HP_0000891,HP_0001177,HP_0001762,HP_0002023,HP_0000089,HP_0004392,HP_0000007,HP_0000912,HP_0001539,HP_0002944,HP_0000796,HP_0001973,HP_0008635
OMIM_613254	Tuberous sclerosis-2	HP_0009717,HP_0009716,HP_0000365,HP_0009719,HP_0009718,HP_0001250,HP_0003593,HP_0010762,HP_0012469,HP_0000957,HP_0000717,HP_0009720,HP_0001328,HP_0006772,HP_0009721,HP_0009724,HP_0002514,HP_0007206,HP_0001249,HP_0009727,HP_0010615,HP_0009729,HP_0005564,HP_0005584,HP_0001482,HP_0012798,HP_0011097,HP_0009592,HP_0000826,HP_0009594,HP_0001716,HP_0000107,HP_0000821,HP_0000169,HP_0007018,HP_0002888,HP_0009734,HP_0000006
OMIM_619180	Microcephaly 27, primary, autosomal dominant	HP_0003577,HP_0000054,HP_0000750,HP_0031936,HP_0000243,HP_0001382,HP_0001263,HP_0001182,HP_0012510,HP_0009381,HP_0011451,HP_0012450,HP_0030043,HP_0002119,HP_0004209,HP_0002307,HP_0001840,HP_0000006,HP_0000028,HP_0009879
OMIM_608629	Joubert syndrome 3	HP_0000286,HP_0003774,HP_0000463,HP_0001252,HP_0001251,HP_0000580,HP_0011933,HP_0001270,HP_0033725,HP_0000639,HP_0000657,HP_0002419,HP_0002876,HP_0000512,HP_0001249,HP_0000556,HP_0001320,HP_0002553,HP_0006956,HP_0000431,HP_0002871,HP_0031936,HP_0000194,HP_0002790,HP_0000090,HP_0100951,HP_0000508,HP_0000007,HP_0000505,HP_0001631,HP_0000369,HP_0006821
OMIM_400044	46XY sex reversal 1	HP_0000055,HP_0000098,HP_0000032,HP_0000133,HP_0000062,HP_0000150,HP_0011969,HP_0001450,HP_0000140,HP_0012245,HP_0008187,HP_0008232,HP_0000037,HP_0000786
OMIM_137050	Gamma-A-Globulin, defect in assembly of	HP_0002205,HP_0000006,HP_0002720
OMIM_217095	Conotruncal heart malformations	HP_0100259,HP_0001660,HP_0001674,HP_0010055,HP_0001719,HP_0001939,HP_0001680,HP_0001669,HP_0000316,HP_0000007
OMIM_601942	Diabetes mellitus, insulin-dependent, 10	HP_0000819
OMIM_271110	Spinal muscular atrophy with microcephaly and mental subnormality	HP_0000252,HP_0006959,HP_0000007,HP_0001249
OMIM_615234	Anemia, hypochromic microcytic, with iron overload 2	HP_0025066,HP_0000980,HP_0002240,HP_0003593,HP_0003281,HP_0012463,HP_0012465,HP_0001903,HP_0000957,HP_0011463,HP_0032231,HP_0001510,HP_0000135,HP_0000006,HP_0001744,HP_0000027,HP_0004447
OMIM_246500	Leukomelanoderma, infantilism, mental retardation, hypodontia, hypotrichosis	HP_0000668,HP_0000007,HP_0001510,HP_0008070,HP_0001249
OMIM_256730	Ceroid lipofuscinosis, neuronal, 1	HP_0001250,HP_0001371,HP_0001252,HP_0002360,HP_0001251,HP_0002361,HP_0001290,HP_0000716,HP_0000738,HP_0000737,HP_0000618,HP_0001249,HP_0000654,HP_0000253,HP_0000550,HP_0002059,HP_0002353,HP_0001263,HP_0002074,HP_0002371,HP_0005484,HP_0000529,HP_0000608,HP_0001939,HP_0000007,HP_0000546,HP_0000648,HP_0001257,HP_0001336
OMIM_607143	Congenital disorder of glycosylation, type Ig	HP_0000046,HP_0008905,HP_0000541,HP_0001252,HP_0003097,HP_0005792,HP_0001290,HP_0001508,HP_0000219,HP_0001643,HP_0000377,HP_0000773,HP_0003645,HP_0000253,HP_0000054,HP_0004313,HP_0001561,HP_0001762,HP_0011968,HP_0011947,HP_0001263,HP_0003186,HP_0011800,HP_0000969,HP_0000407,HP_0001518,HP_0001999,HP_0000007,HP_0002901,HP_0002205,HP_0001852,HP_0003316,HP_0000322,HP_0000047,HP_0005736,HP_0002984,HP_0000028,HP_0001655,HP_0000445
OMIM_611945	Spastic paraplegia 37, autosomal dominant	HP_0002166,HP_0000012,HP_0003487,HP_0002395,HP_0000020,HP_0002064,HP_0002061,HP_0011448,HP_0007350,HP_0001258,HP_0000006,HP_0006986,HP_0003677
OMIM_617663	Deafness, autosomal dominant 73	HP_0000365,HP_0000006
OMIM_615490	Charcot-Marie-Tooth disease, axonal, type 2R	HP_0003477,HP_0002136,HP_0001762,HP_0002540,HP_0001761,HP_0031936,HP_0003199,HP_0001284,HP_0001290,HP_0003380,HP_0002093,HP_0006380,HP_0040078,HP_0000007,HP_0002779,HP_0001605,HP_0001324
OMIM_274800	Thyroid hormonogenesis, genetic defect in, 4	HP_0000007,HP_0000821,HP_0001510,HP_0000853,HP_0001249
OMIM_212135	Cardioskeletal syndrome, Kuwaiti type	HP_0002652,HP_0004322,HP_0000007,HP_0030680,HP_0001627
OMIM_134400	Factor V excess with spontaneous thrombosis	HP_0004950,HP_0004419,HP_0000006,HP_0002204,HP_0011996
OMIM_300928	Mental retardation, X-linked 101	HP_0002465,HP_0000486,HP_0000276,HP_0001250,HP_0001263,HP_0003593,HP_0001419,HP_0000648,HP_0030084,HP_0007687,HP_0000400,HP_0000752,HP_0000322,HP_0001249
OMIM_276901	Usher syndrome, type IIA	HP_0000007,HP_0000510,HP_0008527
OMIM_200990	Acrocallosal syndrome	HP_0001177,HP_0000286,HP_0001770,HP_0000486,HP_0000365,HP_0010803,HP_0002023,HP_0001250,HP_0002263,HP_0010808,HP_0000160,HP_0003196,HP_0001252,HP_0001290,HP_0010291,HP_0000639,HP_0000319,HP_0012471,HP_0011220,HP_0000316,HP_0008897,HP_0009942,HP_0001841,HP_0000358,HP_0001249,HP_0000054,HP_0000494,HP_0000175,HP_0005148,HP_0001182,HP_0001537,HP_0006101,HP_0000007,HP_0000648,HP_0000207,HP_0004209,HP_0009611,HP_0000322,HP_0000047,HP_0000685,HP_0000369,HP_0000204,HP_0000143,HP_0000384,HP_0006329,HP_0001671,HP_0000343,HP_0000023,HP_0001156,HP_0000260,HP_0001274,HP_0010864,HP_0001508,HP_0000337,HP_0030680,HP_0000218,HP_0002714,HP_0006335,HP_0000256,HP_0000212,HP_0000377,HP_0000154,HP_0000431,HP_0000233,HP_0001641,HP_0001162,HP_0000194,HP_0003781,HP_0000193,HP_0000190,HP_0010576,HP_0007370,HP_0000308,HP_0010066,HP_0007894,HP_0001830,HP_0002007,HP_0001510,HP_0000303,HP_0000028,HP_0000589,HP_0000269
OMIM_604250	Hemochromatosis, type 3	HP_0000044,HP_0003452,HP_0000141,HP_0001394,HP_0003281,HP_0012378,HP_0012463,HP_0001903,HP_0000979,HP_0000007,HP_0000953,HP_0001888,HP_0001638,HP_0000802,HP_0002910,HP_0001369,HP_0001875
OMIM_610003	Ceroid lipofuscinosis, neuronal, 8, northern epilepsy variant	HP_0002069,HP_0002312,HP_0002059,HP_0002353,HP_0001272,HP_0002384,HP_0002074,HP_0000737,HP_0000007,HP_0000711,HP_0001268,HP_0001249,HP_0003677,HP_0003205
OMIM_308940	Leiomyomatosis, diffuse, with alport syndrome	HP_0003774,HP_0002015,HP_0000112,HP_0002013,HP_0000083,HP_0000790,HP_0001142,HP_0030034,HP_0002094,HP_0011501,HP_0000093,HP_0012211,HP_0000518,HP_0001508,HP_0001757,HP_0001417,HP_0002019,HP_0006524,HP_0006756,HP_0004722
OMIM_173000	Pilonidal sinus	HP_0010769,HP_0000006
OMIM_613024	Follicular lymphoma, susceptibility to, 1	HP_0033125,HP_0010982
OMIM_600273	Polycystic kidney disease, infantile severe, with tuberous sclerosis	HP_0009717,HP_0006772,HP_0000113,HP_0000006
OMIM_265050	3mc syndrome 2	HP_0000365,HP_0000486,HP_0000581,HP_0000085,HP_0000316,HP_0000437,HP_0000337,HP_0009004,HP_0008897,HP_0000537,HP_0002714,HP_0001249,HP_0003468,HP_0002996,HP_0002974,HP_0000473,HP_0001540,HP_0002553,HP_0000175,HP_0000494,HP_0001363,HP_0000431,HP_0010759,HP_0001382,HP_0001263,HP_0005243,HP_0000925,HP_0002827,HP_0000508,HP_0000426,HP_0002825,HP_0000007,HP_0000289,HP_0000047,HP_0000028,HP_0000204
OMIM_604484	Neuropathy, hereditary motor and sensory, Okinawa type	HP_0002378,HP_0002398,HP_0001288,HP_0003077,HP_0003581,HP_0003394,HP_0001284,HP_0002380,HP_0002171,HP_0003380,HP_0008180,HP_0040078,HP_0009830,HP_0002936,HP_0007126,HP_0003701,HP_0000763,HP_0000006,HP_0003677,HP_0002445
OMIM_257960	OCULOTRICHODYSPLASIA	HP_0000670,HP_0002552,HP_0002164,HP_0001808,HP_0000958,HP_0001939,HP_0040189,HP_0002209,HP_0000007,HP_0004528,HP_0000510,HP_0006313,HP_0000653,HP_0006347,HP_0002225,HP_0006349,HP_0002215,HP_0005338
OMIM_607596	Pontocerebellar hypoplasia type 1A	HP_0003676,HP_0003577,HP_0001256,HP_0003693,HP_0002120,HP_0002360,HP_0001252,HP_0001251,HP_0002380,HP_0001270,HP_0002280,HP_0012110,HP_0007141,HP_0011461,HP_0200147,HP_0008872,HP_0001308,HP_0006850,HP_0007269,HP_0001324,HP_0004878,HP_0001249,HP_0001348,HP_0001347,HP_0007108,HP_0006999,HP_0001760,HP_0000252,HP_0002378,HP_0003445,HP_0002015,HP_0006956,HP_0001762,HP_0002398,HP_0001321,HP_0002033,HP_0001263,HP_0002070,HP_0002093,HP_0002803,HP_0000007
OMIM_122430	Corneal hypesthesia with retinal abnormalities, sensorineural deafness,unusual facies, persistent ductus arteriosus, and mental retardation	HP_0001595,HP_0000582,HP_0000463,HP_0004322,HP_0000491,HP_0000272,HP_0011800,HP_0005280,HP_0011229,HP_0012155,HP_0001508,HP_0000407,HP_0007980,HP_0000316,HP_0007663,HP_0000505,HP_0001643,HP_0002007,HP_0000006,HP_0000369,HP_0001249
OMIM_601068	Epilepsy, familial adult myoclonic, 1	HP_0002069,HP_0002123,HP_0001351,HP_0003581,HP_0003680,HP_0001340,HP_0010852,HP_0001312,HP_0000006,HP_0001249,HP_0001337,HP_0001326
OMIM_229050	Folate malabsorption, hereditary	HP_0002135,HP_0002014,HP_0004851,HP_0001882,HP_0002024,HP_0000155,HP_0001250,HP_0001263,HP_0001252,HP_0001251,HP_0003593,HP_0001290,HP_0100660,HP_0001508,HP_0002719,HP_0000737,HP_0009830,HP_0000007,HP_0008872,HP_0100507,HP_0002305,HP_0001873,HP_0001249,HP_0001875
OMIM_617120	Joubert syndrome 27	HP_0000639,HP_0001263,HP_0001251,HP_0000657,HP_0001290,HP_0000007,HP_0002419,HP_0001249
OMIM_608118	Zinc deficiency, transient neonatal	HP_0001596,HP_0000964,HP_0031831,HP_0000006
OMIM_189490	Tooth malformation	HP_0000692,HP_0003828,HP_0003829,HP_0000668,HP_0000006
OMIM_259200	Blount disease, adolescent	HP_0002970,HP_0002979,HP_0000007,HP_0001426,HP_0010886
OMIM_163400	Nievergelt syndrome	HP_0003048,HP_0001440,HP_0003027,HP_0001762,HP_0010781,HP_0001548,HP_0002857,HP_0008368,HP_0000006,HP_0002974,HP_0008845
OMIM_260470	Panencephalitis, subacute sclerosing	HP_0002383,HP_0000007
OMIM_161900	Renal failure, progressive, with hypertension	HP_0003774,HP_0003676,HP_0000123,HP_0000083,HP_0002907,HP_0003581,HP_0000822,HP_0000093,HP_0000006,HP_0003259
OMIM_615517	Hemochromatosis, type 5	HP_0003281,HP_0000006
OMIM_603285	Cerebral cavernous malformations 3	HP_0001342,HP_0003621,HP_0001250,HP_0003470,HP_0033522,HP_0002315,HP_0000006
OMIM_212138	Carnitine-acylcarnitine translocase deficiency	HP_0001397,HP_0001254,HP_0003236,HP_0001695,HP_0001250,HP_0001252,HP_0002240,HP_0001290,HP_0000737,HP_0001987,HP_0001943,HP_0002615,HP_0001324,HP_0002910,HP_0004756,HP_0001662,HP_0003201,HP_0006682,HP_0000007,HP_0001998,HP_0001638,HP_0006543,HP_0001714,HP_0001678,HP_0003215,HP_0001259
OMIM_242530	Ichthyosis, mental retardation, dwarfism, and renal impairment	HP_0003510,HP_0000112,HP_0000007,HP_0012213,HP_0007479,HP_0001249,HP_0003259
OMIM_218650	Craniosynostosis-Mental retardation-clefting syndrome	HP_0000110,HP_0009816,HP_0000252,HP_0001363,HP_0001250,HP_0000958,HP_0000007,HP_0000337,HP_0009821,HP_0000202,HP_0000444,HP_0001249,HP_0000567
OMIM_300434	Stocco dos santos X-linked mental retardation syndrome	HP_0000286,HP_0003763,HP_0000252,HP_0000486,HP_0001762,HP_0001773,HP_0002650,HP_0001344,HP_0004322,HP_0001250,HP_0002187,HP_0001263,HP_0002020,HP_0005280,HP_0002808,HP_0002827,HP_0000316,HP_0001417,HP_0000752,HP_0200055,HP_0001007
OMIM_190685	Down syndrome	HP_0000286,HP_0002023,HP_0004322,HP_0010808,HP_0001252,HP_0000639,HP_0000954,HP_0025656,HP_0003745,HP_0000158,HP_0001643,HP_0001169,HP_0001249,HP_0001388,HP_0010316,HP_0000405,HP_0001852,HP_0002866,HP_0000248,HP_0001655,HP_0000582,HP_0003577,HP_0001674,HP_0001156,HP_0004220,HP_0012368,HP_0001629,HP_0008551,HP_0100867,HP_0006695,HP_0030084,HP_0005989,HP_0002511,HP_0006733,HP_0004415,HP_0005547,HP_0001088,HP_0003467,HP_0004279,HP_0000474,HP_0000272,HP_0002251,HP_0010773,HP_0003182,HP_0001719,HP_0001636,HP_0000821,HP_0025705,HP_0001631
OMIM_618702	Short stature and microcephaly with genital anomalies	HP_0003510,HP_0000275,HP_0005832,HP_0004325,HP_0000054,HP_0000252,HP_0000494,HP_0002650,HP_0000540,HP_0011968,HP_0000160,HP_0001263,HP_0002020,HP_0003241,HP_0001508,HP_0001804,HP_0025515,HP_0000448,HP_0000007,HP_0002857,HP_0000823,HP_0000444,HP_0001741
OMIM_610455	Tumoral calcinosis, normophosphatemic, familial	HP_0000230,HP_0003761,HP_0000509,HP_0000007,HP_0000951
OMIM_619431	Megacystis-microcolon-intestinal hypoperistalsis syndrome 5	HP_0001562,HP_0000021,HP_0003577,HP_0001399,HP_0004388,HP_0001409,HP_0000072,HP_0011461,HP_0000006,HP_0002566,HP_0000126
OMIM_616819	Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia	HP_0001320,HP_0000341,HP_0000486,HP_0000574,HP_0001344,HP_0000463,HP_0000232,HP_0001321,HP_0001263,HP_0000294,HP_0001251,HP_0012724,HP_0008070,HP_0007370,HP_0011451,HP_0000007,HP_0001338,HP_0000527,HP_0000411,HP_0001007,HP_0000369,HP_0000358,HP_0001249
OMIM_128600	Ear malformation	HP_0000598,HP_0000006
OMIM_613728	Spinocerebellar ataxia, autosomal recessive 10	HP_0002078,HP_0001761,HP_0001310,HP_0001272,HP_0002066,HP_0001260,HP_0002380,HP_0002070,HP_0002080,HP_0000639,HP_0000007,HP_0007338,HP_0001249,HP_0001347
OMIM_617402	Cutis laxa, autosomal recessive, type IIC	HP_0004325,HP_0000343,HP_0004322,HP_0001290,HP_0011712,HP_0010761,HP_0000639,HP_0000316,HP_0000678,HP_0000218,HP_0000455,HP_0001763,HP_0001601,HP_0001188,HP_0002751,HP_0001385,HP_0001388,HP_0001762,HP_0200128,HP_0005180,HP_0006380,HP_0001519,HP_0000007,HP_0003758,HP_0000307,HP_0001659,HP_0009933,HP_0001631,HP_0008689,HP_0002107,HP_0001634,HP_0000369,HP_0000325,HP_0000621
OMIM_269150	Schinzel-Giedion midface-retraction syndrome	HP_0002982,HP_0000046,HP_0001250,HP_0003196,HP_0005495,HP_0000280,HP_0030736,HP_0006392,HP_0011220,HP_0000316,HP_0000954,HP_0000998,HP_0009104,HP_0000879,HP_0008897,HP_0000158,HP_0001249,HP_0000054,HP_0000890,HP_0000452,HP_0002079,HP_0004492,HP_0011800,HP_0001739,HP_0006387,HP_0000329,HP_0000047,HP_0000006,HP_0000369,HP_0000126,HP_0000885,HP_0002521,HP_0002884,HP_0000340,HP_0001795,HP_0000463,HP_0000064,HP_0001508,HP_0010034,HP_0000935,HP_0009882,HP_0000813,HP_0002119,HP_0000059,HP_0002557,HP_0006657,HP_0002179,HP_0002059,HP_0001762,HP_0002694,HP_0001162,HP_0000072,HP_0000272,HP_0000470,HP_0000071,HP_0005280,HP_0032075,HP_0009792,HP_0000348,HP_0002645,HP_0000586,HP_0001631
